iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,Vaccination,total_deaths_per_million,new_deaths_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,positive_rate,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred
BGD,Asia,Bangladesh,08-03-20,3,3,,,0.018,0.018,0,,,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,09-03-20,3,0,,,0.018,0,0,,,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,10-03-20,3,0,,,0.018,0,0,,,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,11-03-20,3,0,,,0.018,0,0,,,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,12-03-20,3,0,,,0.018,0,0,,,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,13-03-20,3,0,,,0.018,0,0,,,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,14-03-20,3,0,,,0.018,0,0,,,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,15-03-20,5,2,,,0.029,0.012,0,,,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,16-03-20,8,3,,,0.047,0.018,0,,,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,17-03-20,10,2,,,0.058,0.012,0,,,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,18-03-20,14,4,1,1,0.082,0.023,0,0.006,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,19-03-20,17,3,1,0,0.099,0.018,0,0.006,0,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,20-03-20,20,3,1,0,0.117,0.018,0,0.006,0,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,21-03-20,25,5,2,1,0.146,0.029,0,0.012,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,22-03-20,27,2,2,0,0.158,0.012,0,0.012,0,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,23-03-20,33,6,3,1,0.193,0.035,0,0.018,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,24-03-20,39,6,4,1,0.228,0.035,0,0.023,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,25-03-20,39,0,5,1,0.228,0,0,0.029,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,26-03-20,44,5,5,0,0.257,0.029,0,0.029,0,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,27-03-20,48,4,5,0,0.28,0.023,0,0.029,0,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,28-03-20,48,0,5,0,0.28,0,0,0.029,0,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,29-03-20,48,0,5,0,0.28,0,0,0.029,0,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,30-03-20,49,1,5,0,0.286,0.006,0,0.029,0,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,31-03-20,51,2,5,0,0.298,0.012,0,0.029,0,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,01-04-20,54,3,6,1,0.315,0.018,0,0.035,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,02-04-20,56,2,6,0,0.327,0.012,0,0.035,0,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,03-04-20,61,5,6,0,0.356,0.029,0,0.035,0,203,203,0.001,0.001,,,,,,,,,,
BGD,Asia,Bangladesh,04-04-20,70,9,8,2,0.409,0.053,0,0.047,0.012,637,434,0.004,0.003,,,,,,,,,,
BGD,Asia,Bangladesh,05-04-20,88,18,9,1,0.514,0.105,0,0.053,0.006,1004,367,0.006,0.002,,,,,,,,,,
BGD,Asia,Bangladesh,06-04-20,123,35,12,3,0.719,0.204,0,0.07,0.018,1472,468,0.009,0.003,,,,,,,,,,
BGD,Asia,Bangladesh,07-04-20,164,41,17,5,0.958,0.24,0,0.099,0.029,2151,679,0.013,0.004,,,,,,,,,,
BGD,Asia,Bangladesh,08-04-20,218,54,20,3,1.273,0.315,0,0.117,0.018,3132,981,0.018,0.006,,,,,,,,,,
BGD,Asia,Bangladesh,09-04-20,330,112,21,1,1.928,0.654,0,0.123,0.006,4037,905,0.024,0.005,,,,,,,,,,
BGD,Asia,Bangladesh,10-04-20,424,94,27,6,2.477,0.549,0,0.158,0.035,5221,1184,0.031,0.007,0.0723,,,,,,,,,
BGD,Asia,Bangladesh,11-04-20,482,58,30,3,2.816,0.339,0,0.175,0.018,6175,954,0.036,0.006,0.0744,,,,,,,,,
BGD,Asia,Bangladesh,12-04-20,621,139,34,4,3.628,0.812,0,0.199,0.023,7515,1340,0.044,0.008,0.0819,,,,,,,,,
BGD,Asia,Bangladesh,13-04-20,803,182,39,5,4.691,1.063,0,0.228,0.029,9085,1570,0.054,0.009,0.0893,,,,,,,,,
BGD,Asia,Bangladesh,14-04-20,1012,209,46,7,5.912,1.221,0,0.269,0.041,10990,1905,0.065,0.011,0.0959,,,,,,,,,
BGD,Asia,Bangladesh,15-04-20,1231,219,50,4,7.191,1.279,0,0.292,0.023,12730,1740,0.075,0.01,0.1056,,,,,,,,,
BGD,Asia,Bangladesh,16-04-20,1572,341,60,10,9.183,1.992,0,0.35,0.058,14749,2019,0.087,0.012,0.116,,,,,,,,,
BGD,Asia,Bangladesh,17-04-20,1838,266,75,15,10.737,1.554,0,0.438,0.088,16939,2190,0.1,0.013,0.1207,,,,,,,,,
BGD,Asia,Bangladesh,18-04-20,2144,306,84,9,12.524,1.788,0,0.491,0.053,19053,2114,0.113,0.012,0.129,,,,,,,,,
BGD,Asia,Bangladesh,19-04-20,2456,312,91,7,14.347,1.823,0,0.532,0.041,21687,2634,0.128,0.016,0.1295,,,,,,,,,
BGD,Asia,Bangladesh,20-04-20,2948,492,101,10,17.221,2.874,0,0.59,0.058,24466,2779,0.144,0.016,0.1395,,,,,,,,,
BGD,Asia,Bangladesh,21-04-20,3382,434,110,9,19.756,2.535,0,0.643,0.053,27440,2974,0.162,0.018,0.1441,,,,,,,,,
BGD,Asia,Bangladesh,22-04-20,3772,390,120,10,22.034,2.278,0,0.701,0.058,30536,3096,0.18,0.018,0.1427,,,,,,,,,
BGD,Asia,Bangladesh,23-04-20,4186,414,127,7,24.453,2.418,0,0.742,0.041,33952,3416,0.2,0.02,0.1361,,,,,,,,,
BGD,Asia,Bangladesh,24-04-20,4689,503,131,4,27.391,2.938,0,0.765,0.023,37638,3686,0.222,0.022,0.1377,,,,,,,,,
BGD,Asia,Bangladesh,25-04-20,4998,309,140,9,29.196,1.805,0,0.818,0.053,40975,3337,0.242,0.02,0.1302,,,,,,,,,
BGD,Asia,Bangladesh,26-04-20,5416,418,145,5,31.638,2.442,0,0.847,0.029,44451,3476,0.262,0.021,0.13,,,,,,,,,
BGD,Asia,Bangladesh,27-04-20,5913,497,152,7,34.541,2.903,0,0.888,0.041,48263,3812,0.285,0.023,0.1246,,,,,,,,,
BGD,Asia,Bangladesh,28-04-20,6462,549,155,3,37.748,3.207,0,0.905,0.018,52595,4332,0.311,0.026,0.1224,,,,,,,,,
BGD,Asia,Bangladesh,29-04-20,7103,641,163,8,41.493,3.744,0,0.952,0.047,57563,4968,0.34,0.029,0.1232,,,,,,,,,
BGD,Asia,Bangladesh,30-04-20,7667,564,168,5,44.787,3.295,0,0.981,0.029,62528,4965,0.369,0.029,0.1218,,,,,,,,,
BGD,Asia,Bangladesh,01-05-20,8238,571,170,2,48.123,3.336,0,0.993,0.012,68101,5573,0.402,0.033,0.1165,,,,,,,,,
BGD,Asia,Bangladesh,02-05-20,8790,552,175,5,51.348,3.225,0,1.022,0.029,73928,5827,0.437,0.034,0.1151,,,,,,,,,
BGD,Asia,Bangladesh,03-05-20,9455,665,177,2,55.232,3.885,0,1.034,0.012,79296,5368,0.468,0.032,0.1159,,,,,,,,,
BGD,Asia,Bangladesh,04-05-20,10143,688,182,5,59.251,4.019,0,1.063,0.029,85556,6260,0.505,0.037,0.1134,,,,,,,,,
BGD,Asia,Bangladesh,05-05-20,10929,786,183,1,63.843,4.591,0,1.069,0.006,91267,5711,0.539,0.034,0.1155,,,,,,,,,
BGD,Asia,Bangladesh,06-05-20,11719,790,186,3,68.458,4.615,0,1.087,0.018,97508,6241,0.576,0.037,0.1156,,,,,,,,,
BGD,Asia,Bangladesh,07-05-20,12425,706,199,13,72.582,4.124,0,1.162,0.076,103375,5867,0.61,0.035,0.1165,,,,,,,,,
BGD,Asia,Bangladesh,08-05-20,13134,709,206,7,76.723,4.142,0,1.203,0.041,109316,5941,0.645,0.035,0.1188,,,,,,,,,
BGD,Asia,Bangladesh,09-05-20,13770,636,214,8,80.439,3.715,0,1.25,0.047,114781,5465,0.678,0.032,0.1219,,,,,,,,,
BGD,Asia,Bangladesh,10-05-20,14657,887,228,14,85.62,5.181,0,1.332,0.082,120419,5638,0.711,0.033,0.1265,,,,,,,,,
BGD,Asia,Bangladesh,11-05-20,15691,1034,239,11,91.66,6.04,0,1.396,0.064,127627,7208,0.754,0.043,0.1319,,,,,,,,,
BGD,Asia,Bangladesh,12-05-20,16660,969,250,11,97.321,5.66,0,1.46,0.064,134400,6773,0.794,0.04,0.1329,,,,,,,,,
BGD,Asia,Bangladesh,13-05-20,17822,1162,269,19,104.109,6.788,0,1.571,0.111,142300,7900,0.84,0.047,0.1362,,,,,,,,,
BGD,Asia,Bangladesh,14-05-20,18863,1041,283,14,110.19,6.081,0,1.653,0.082,149692,7392,0.884,0.044,0.139,,,,,,,,,
BGD,Asia,Bangladesh,15-05-20,20065,1202,298,15,117.211,7.022,0,1.741,0.088,158274,8582,0.935,0.051,0.1416,,,,,,,,,
BGD,Asia,Bangladesh,16-05-20,20995,930,314,16,122.644,5.433,0,1.834,0.093,165056,6782,0.975,0.04,0.1437,,,,,,,,,
BGD,Asia,Bangladesh,17-05-20,22268,1273,328,14,130.08,7.436,0,1.916,0.082,173240,8184,1.023,0.048,0.1441,,,,,,,,,
BGD,Asia,Bangladesh,18-05-20,23870,1602,349,21,139.439,9.358,0,2.039,0.123,183028,9788,1.081,0.058,0.1476,,,,,,,,,
BGD,Asia,Bangladesh,19-05-20,25121,1251,370,21,146.746,7.308,0,2.161,0.123,191477,8449,1.131,0.05,0.1482,,,,,,,,,
BGD,Asia,Bangladesh,20-05-20,26738,1617,386,16,156.192,9.446,0,2.255,0.093,201684,10207,1.191,0.06,0.1501,,,,,,,,,
BGD,Asia,Bangladesh,21-05-20,28511,1773,408,22,166.549,10.357,0,2.383,0.129,211946,10262,1.251,0.061,0.155,,,,,,,,,
BGD,Asia,Bangladesh,22-05-20,30205,1694,432,24,176.445,9.896,0,2.524,0.14,221673,9727,1.309,0.057,0.1599,,,,,,,,,
BGD,Asia,Bangladesh,23-05-20,32078,1873,452,20,187.386,10.941,0,2.64,0.117,232507,10834,1.373,0.064,0.1643,,,,,,,,,
BGD,Asia,Bangladesh,24-05-20,33610,1532,480,28,196.336,8.949,0,2.804,0.164,241415,8908,1.425,0.053,0.1664,,,,,,,,,
BGD,Asia,Bangladesh,25-05-20,35585,1975,501,21,207.873,11.537,0,2.927,0.123,250866,9451,1.481,0.056,0.1727,,,,,,,,,
BGD,Asia,Bangladesh,26-05-20,36751,1166,522,21,214.684,6.811,0,3.049,0.123,256273,5407,1.513,0.032,0.1795,,,,,,,,,
BGD,Asia,Bangladesh,27-05-20,38292,1541,544,22,223.686,9.002,0,3.178,0.129,264288,8015,1.561,0.047,0.1846,,,,,,,,,
BGD,Asia,Bangladesh,28-05-20,40321,2029,559,15,235.539,11.853,0,3.265,0.088,273598,9310,1.616,0.055,0.1916,,,,,,,,,
BGD,Asia,Bangladesh,29-05-20,42844,2523,582,23,250.277,14.738,0,3.4,0.134,284899,11301,1.682,0.067,0.1999,,,,,,,,,
BGD,Asia,Bangladesh,30-05-20,44608,1764,610,28,260.581,10.305,0,3.563,0.164,294886,9987,1.741,0.059,0.2009,,,,,,,,,
BGD,Asia,Bangladesh,31-05-20,47153,2545,650,40,275.448,14.867,0,3.797,0.234,306762,11876,1.811,0.07,0.2073,,,,,,,,,
BGD,Asia,Bangladesh,01-06-20,49534,2381,672,22,289.357,13.909,0,3.926,0.129,318201,11439,1.879,0.068,0.2072,,,,,,,,,
BGD,Asia,Bangladesh,02-06-20,52445,2911,709,37,306.362,17.005,0,4.142,0.216,330905,12704,1.954,0.075,0.2103,,,,,,,,,
BGD,Asia,Bangladesh,03-06-20,55140,2695,746,37,322.105,15.743,0,4.358,0.216,343415,12510,2.028,0.074,0.2129,,,,,,,,,
BGD,Asia,Bangladesh,04-06-20,57563,2423,781,35,336.259,14.154,0,4.562,0.204,356109,12694,2.103,0.075,0.209,,,,,,,,,
BGD,Asia,Bangladesh,05-06-20,60391,2828,811,30,352.779,16.52,0,4.738,0.175,370197,14088,2.186,0.083,0.2057,,,,,,,,,
BGD,Asia,Bangladesh,06-06-20,63026,2635,846,35,368.172,15.393,0,4.942,0.204,382683,12486,2.26,0.074,0.2098,,,,,,,,,
BGD,Asia,Bangladesh,07-06-20,65769,2743,888,42,384.195,16.023,0,5.187,0.245,395819,13136,2.337,0.078,0.209,,,,,,,,,
BGD,Asia,Bangladesh,08-06-20,68504,2735,930,42,400.172,15.977,0,5.433,0.245,408763,12944,2.414,0.076,0.2095,,,,,,,,,
BGD,Asia,Bangladesh,09-06-20,71675,3171,975,45,418.696,18.524,0,5.696,0.263,423431,14668,2.5,0.087,0.2078,,,,,,,,,
BGD,Asia,Bangladesh,10-06-20,74865,3190,1012,37,437.33,18.635,0,5.912,0.216,439396,15965,2.595,0.094,0.2055,,,,,,,,,
BGD,Asia,Bangladesh,11-06-20,78052,3187,1049,37,455.948,18.617,0,6.128,0.216,455168,15772,2.688,0.093,0.2068,,,,,,,,,
BGD,Asia,Bangladesh,12-06-20,81523,3471,1095,46,476.224,20.276,0,6.397,0.269,471158,15990,2.782,0.094,0.2093,,,,,,,,,
BGD,Asia,Bangladesh,13-06-20,84379,2856,1139,44,492.907,16.684,0,6.654,0.257,487796,16638,2.88,0.098,0.2031,,,,,,,,,
BGD,Asia,Bangladesh,14-06-20,87520,3141,1171,32,511.256,18.348,0,6.84,0.187,502301,14505,2.966,0.086,0.2043,,,,,,,,,
BGD,Asia,Bangladesh,15-06-20,90619,3099,1209,38,529.359,18.103,0,7.062,0.222,517339,15038,3.055,0.089,0.2037,,,,,,,,,
BGD,Asia,Bangladesh,16-06-20,94481,3862,1262,53,551.919,22.56,0,7.372,0.31,534553,17214,3.156,0.102,0.2052,,,,,,,,,
BGD,Asia,Bangladesh,17-06-20,98489,4008,1305,43,575.332,23.413,0,7.623,0.251,552080,17527,3.26,0.103,0.2096,,,,,,,,,
BGD,Asia,Bangladesh,18-06-20,102292,3803,1343,38,597.548,22.216,0,7.845,0.222,568339,16259,3.356,0.096,0.2142,,,,,,,,,
BGD,Asia,Bangladesh,19-06-20,105535,3243,1388,45,616.492,18.944,0,8.108,0.263,583384,15045,3.445,0.089,0.214,,,,,,,,,
BGD,Asia,Bangladesh,20-06-20,108775,3240,1425,37,635.419,18.927,0,8.324,0.216,597415,14031,3.528,0.083,0.2226,,,,,,,,,
BGD,Asia,Bangladesh,21-06-20,112306,3531,1464,39,656.045,20.627,0,8.552,0.228,613000,15585,3.62,0.092,0.2239,,,,,,,,,
BGD,Asia,Bangladesh,22-06-20,115786,3480,1502,38,676.374,20.329,0,8.774,0.222,628555,15555,3.711,0.092,0.2263,,,,,,,,,
BGD,Asia,Bangladesh,23-06-20,119198,3412,1545,43,696.305,19.931,0,9.025,0.251,644847,16292,3.808,0.096,0.2241,,,,,,,,,
BGD,Asia,Bangladesh,24-06-20,122660,3462,1582,37,716.529,20.224,0,9.241,0.216,661280,16433,3.905,0.097,0.2213,,,,,,,,,
BGD,Asia,Bangladesh,25-06-20,126606,3946,1621,39,739.58,23.051,0,9.469,0.228,679279,17999,4.011,0.106,0.2192,,,,,,,,,
BGD,Asia,Bangladesh,26-06-20,130474,3868,1661,40,762.175,22.595,0,9.703,0.234,697777,18498,4.12,0.109,0.218,,,,,,,,,
BGD,Asia,Bangladesh,27-06-20,133978,3504,1695,34,782.644,20.469,0,9.901,0.199,712934,15157,4.21,0.089,0.2182,,,,,,,,,
BGD,Asia,Bangladesh,28-06-20,137787,3809,1738,43,804.895,22.251,0,10.153,0.251,731033,18099,4.317,0.107,0.2159,,,,,,,,,
BGD,Asia,Bangladesh,29-06-20,141801,4014,1783,45,828.343,23.448,0,10.416,0.263,748870,17837,4.422,0.105,0.2162,,,,,,,,,
BGD,Asia,Bangladesh,30-06-20,145483,3682,1847,64,849.852,21.509,0,10.789,0.374,767296,18426,4.531,0.109,0.2147,,,,,,,,,
BGD,Asia,Bangladesh,01-07-20,149258,3775,1888,41,871.904,22.052,0,11.029,0.24,785171,17875,4.636,0.106,0.2147,,,,,,,,,
BGD,Asia,Bangladesh,02-07-20,153277,4019,1926,38,895.381,23.477,0,11.251,0.222,803533,18362,4.745,0.108,0.2146,,,,,,,,,
BGD,Asia,Bangladesh,03-07-20,156391,3114,1968,42,913.572,18.191,0,11.496,0.245,818183,14650,4.831,0.087,0.2152,,,,,,,,,
BGD,Asia,Bangladesh,04-07-20,159679,3288,1997,29,932.779,19.207,0,11.666,0.169,832910,14727,4.918,0.087,0.2142,,,,,,,,,
BGD,Asia,Bangladesh,05-07-20,162417,2738,2052,55,948.773,15.994,0,11.987,0.321,846898,13988,5.001,0.083,0.2126,,,,,,,,,
BGD,Asia,Bangladesh,06-07-20,165618,3201,2096,44,967.472,18.699,0,12.244,0.257,861143,14245,5.085,0.084,0.2121,,,,,,,,,
BGD,Asia,Bangladesh,07-07-20,168645,3027,2151,55,985.154,17.682,0,12.565,0.321,874316,13173,5.163,0.078,0.2164,,,,,,,,,
BGD,Asia,Bangladesh,08-07-20,172134,3489,2197,46,1005.536,20.381,0,12.834,0.269,889988,15672,5.255,0.093,0.2182,,,,,,,,,
BGD,Asia,Bangladesh,09-07-20,175494,3360,2238,41,1025.163,19.628,0,13.073,0.24,905620,15632,5.347,0.092,0.2176,,,,,,,,,
BGD,Asia,Bangladesh,10-07-20,178443,2949,2275,37,1042.39,17.227,0,13.29,0.216,919108,13488,5.427,0.08,0.2185,,,,,,,,,
BGD,Asia,Bangladesh,11-07-20,181129,2686,2305,30,1058.081,15.691,0,13.465,0.175,930301,11193,5.493,0.066,0.2202,,,,,,,,,
BGD,Asia,Bangladesh,12-07-20,183795,2666,2352,47,1073.654,15.574,0,13.739,0.275,941360,11059,5.558,0.065,0.2263,,,,,,,,,
BGD,Asia,Bangladesh,13-07-20,186894,3099,2391,39,1091.757,18.103,0,13.967,0.228,953783,12423,5.632,0.073,0.2297,,,,,,,,,
BGD,Asia,Bangladesh,14-07-20,190057,3163,2424,33,1110.234,18.477,0,14.16,0.193,967236,13453,5.711,0.079,0.2304,,,,,,,,,
BGD,Asia,Bangladesh,15-07-20,193590,3533,2457,33,1130.873,20.638,0,14.353,0.193,981238,14002,5.794,0.083,0.2351,,,,,,,,,
BGD,Asia,Bangladesh,16-07-20,196323,2733,2496,39,1146.838,15.965,0,14.581,0.228,994127,12889,5.87,0.076,0.2353,,,,,,,,,
BGD,Asia,Bangladesh,17-07-20,199357,3034,2547,51,1164.561,17.723,0,14.879,0.298,1007587,13460,5.95,0.079,0.2364,,,,,,,,,
BGD,Asia,Bangladesh,18-07-20,202066,2709,2581,34,1180.386,15.825,0,15.077,0.199,1018510,10923,6.014,0.064,0.2374,,,,,,,,,
BGD,Asia,Bangladesh,19-07-20,204525,2459,2618,37,1194.751,14.364,0,15.293,0.216,1029135,10625,6.077,0.063,0.2362,,,,,,,,,
BGD,Asia,Bangladesh,20-07-20,207453,2928,2668,50,1211.855,17.104,0,15.585,0.292,1042497,13362,6.156,0.079,0.2318,,,,,,,,,
BGD,Asia,Bangladesh,21-07-20,210510,3057,2709,41,1229.712,17.858,0,15.825,0.24,1055395,12898,6.232,0.076,0.232,,,,,,,,,
BGD,Asia,Bangladesh,22-07-20,213254,2744,2751,42,1245.742,16.029,0,16.07,0.245,1067445,12050,6.303,0.071,0.2281,,,,,,,,,
BGD,Asia,Bangladesh,23-07-20,216110,2856,2801,50,1262.425,16.684,0,16.362,0.292,1079843,12398,6.376,0.073,0.2308,,,,,,,,,
BGD,Asia,Bangladesh,24-07-20,218658,2548,2836,35,1277.31,14.884,0,16.567,0.204,1091870,12027,6.447,0.071,0.229,,,,,,,,,
BGD,Asia,Bangladesh,25-07-20,221178,2520,2874,38,1292.03,14.721,0,16.789,0.222,1102316,10446,6.509,0.062,0.2281,,,,,,,,,
BGD,Asia,Bangladesh,26-07-20,223453,2275,2928,54,1305.32,13.29,0,17.104,0.315,1112394,10078,6.568,0.06,0.2273,,,,,,,,,
BGD,Asia,Bangladesh,27-07-20,226225,2772,2965,37,1321.513,16.193,0,17.32,0.216,1125253,12859,6.644,0.076,0.2268,,,,,,,,,
BGD,Asia,Bangladesh,28-07-20,229185,2960,3000,35,1338.804,17.291,0,17.525,0.204,1137967,12714,6.719,0.075,0.2262,,,,,,,,,
BGD,Asia,Bangladesh,29-07-20,232194,3009,3035,35,1356.381,17.577,0,17.729,0.204,1152094,14127,6.803,0.083,0.2237,,,,,,,,,
BGD,Asia,Bangladesh,30-07-20,234889,2695,3083,48,1372.124,15.743,0,18.01,0.28,1165031,12937,6.879,0.076,0.2204,,,,,,,,,
BGD,Asia,Bangladesh,31-07-20,237661,2772,3111,28,1388.317,16.193,0,18.173,0.164,1177645,12614,6.954,0.074,0.2215,,,,,,,,,
BGD,Asia,Bangladesh,01-08-20,239860,2199,3132,21,1401.163,12.846,0,18.296,0.123,1186447,8802,7.006,0.052,0.2221,,,,,,,,,
BGD,Asia,Bangladesh,02-08-20,240746,886,3154,22,1406.339,5.176,0,18.424,0.129,1190131,3684,7.027,0.022,0.2225,,,,,,,,,
BGD,Asia,Bangladesh,03-08-20,242102,1356,3184,30,1414.26,7.921,0,18.6,0.175,1194380,4249,7.052,0.025,0.2297,,,,,,,,,
BGD,Asia,Bangladesh,04-08-20,244020,1918,3234,50,1425.464,11.204,0,18.892,0.292,1202092,7712,7.098,0.046,0.2313,,,,,,,,,
BGD,Asia,Bangladesh,05-08-20,246674,2654,3267,33,1440.968,15.504,0,19.084,0.193,1213252,11160,7.164,0.066,0.2368,,,,,,,,,
BGD,Asia,Bangladesh,06-08-20,249651,2977,3306,39,1458.358,17.39,0,19.312,0.228,1225960,12708,7.239,0.075,0.2423,,,,,,,,,
BGD,Asia,Bangladesh,07-08-20,252502,2851,3333,27,1475.012,16.654,0,19.47,0.158,1238659,12699,7.314,0.075,0.2432,,,,,,,,,
BGD,Asia,Bangladesh,08-08-20,255113,2611,3365,32,1490.265,15.252,0,19.657,0.187,1250396,11737,7.383,0.069,0.2385,,,,,,,,,
BGD,Asia,Bangladesh,09-08-20,257600,2487,3399,34,1504.793,14.528,0,19.856,0.199,1261155,10759,7.447,0.064,0.2373,,,,,,,,,
BGD,Asia,Bangladesh,10-08-20,260507,2907,3438,39,1521.774,16.981,0,20.083,0.228,1274004,12849,7.523,0.076,0.2311,,,,,,,,,
BGD,Asia,Bangladesh,11-08-20,263503,2996,3471,33,1539.276,17.501,0,20.276,0.193,1288824,14820,7.61,0.088,0.2246,,,,,,,,,
BGD,Asia,Bangladesh,12-08-20,266498,2995,3513,42,1556.771,17.496,0,20.521,0.245,1303575,14751,7.697,0.087,0.2195,,,,,,,,,
BGD,Asia,Bangladesh,13-08-20,269115,2617,3557,44,1572.059,15.287,0,20.779,0.257,1316737,13162,7.775,0.078,0.2144,,,,,,,,,
BGD,Asia,Bangladesh,14-08-20,271881,2766,3591,34,1588.216,16.158,0,20.977,0.199,1329593,12856,7.851,0.076,0.2131,,,,,,,,,
BGD,Asia,Bangladesh,15-08-20,274525,2644,3625,34,1603.662,15.445,0,21.176,0.199,1342484,12891,7.927,0.076,0.2108,,,,,,,,,
BGD,Asia,Bangladesh,16-08-20,276549,2024,3657,32,1615.485,11.823,0,21.363,0.187,1352502,10018,7.986,0.059,0.2074,,,,,,,,,
BGD,Asia,Bangladesh,17-08-20,279144,2595,3694,37,1630.644,15.159,0,21.579,0.216,1365025,12523,8.06,0.074,0.2048,,,,,,,,,
BGD,Asia,Bangladesh,18-08-20,282344,3200,3740,46,1649.337,18.693,0,21.848,0.269,1379655,14630,8.146,0.086,0.2074,,,,,,,,,
BGD,Asia,Bangladesh,19-08-20,285091,2747,3781,41,1665.384,16.047,0,22.087,0.24,1394333,14678,8.233,0.087,0.2049,,,,,,,,,
BGD,Asia,Bangladesh,20-08-20,287959,2868,3822,41,1682.137,16.754,0,22.327,0.24,1408392,14059,8.316,0.083,0.2056,,,,,,,,,
BGD,Asia,Bangladesh,21-08-20,290360,2401,3861,39,1696.163,14.026,0,22.554,0.228,1421335,12943,8.393,0.076,0.2014,,,,,,,,,
BGD,Asia,Bangladesh,22-08-20,292625,2265,3907,46,1709.394,13.231,0,22.823,0.269,1432691,11356,8.46,0.067,0.2006,,,,,,,,,
BGD,Asia,Bangladesh,23-08-20,294598,1973,3941,34,1720.92,11.525,0,23.022,0.199,1443492,10801,8.523,0.064,0.1984,,,,,,,,,
BGD,Asia,Bangladesh,24-08-20,297083,2485,3983,42,1735.436,14.516,0,23.267,0.245,1456874,13382,8.602,0.079,0.1953,,,,,,,,,
BGD,Asia,Bangladesh,25-08-20,299628,2545,4028,45,1750.303,14.867,0,23.53,0.263,1471027,14153,8.686,0.084,0.1892,,,,,,,,,
BGD,Asia,Bangladesh,26-08-20,302147,2519,4082,54,1765.018,14.715,0,23.845,0.315,1486097,15070,8.775,0.089,0.1859,,,,,,,,,
BGD,Asia,Bangladesh,27-08-20,304583,2436,4127,45,1779.248,14.23,0,24.108,0.263,1501221,15124,8.864,0.089,0.1791,,,,,,,,,
BGD,Asia,Bangladesh,28-08-20,306794,2211,4174,47,1792.164,12.916,0,24.383,0.275,1514962,13741,8.945,0.081,0.1755,,,,,,,,,
BGD,Asia,Bangladesh,29-08-20,308925,2131,4206,32,1804.612,12.448,0,24.57,0.187,1526651,11689,9.014,0.069,0.1735,,,,,,,,,
BGD,Asia,Bangladesh,30-08-20,310822,1897,4248,42,1815.694,11.081,0,24.815,0.245,1538585,11934,9.085,0.07,0.1706,,,,,,,,,
BGD,Asia,Bangladesh,31-08-20,312996,2174,4281,33,1828.393,12.7,0,25.008,0.193,1551039,12454,9.158,0.074,0.169,,,,,,,,,
BGD,Asia,Bangladesh,01-09-20,314946,1950,4316,35,1839.784,11.391,0,25.212,0.204,1563248,12209,9.231,0.072,0.1661,,,,,,,,,
BGD,Asia,Bangladesh,02-09-20,317528,2582,4351,35,1854.867,15.083,0,25.417,0.204,1578452,15204,9.32,0.09,0.1665,,,,,,,,,
BGD,Asia,Bangladesh,03-09-20,319686,2158,4383,32,1867.473,12.606,0,25.604,0.187,1592874,14422,9.405,0.085,0.1648,,,,,,,,,
BGD,Asia,Bangladesh,04-09-20,321615,1929,4412,29,1878.742,11.268,0,25.773,0.169,1605947,13073,9.483,0.077,0.1629,,,,,,,,,
BGD,Asia,Bangladesh,05-09-20,323565,1950,4447,35,1890.133,11.391,0,25.978,0.204,1618794,12847,9.559,0.076,0.1589,,,,,,,,,
BGD,Asia,Bangladesh,06-09-20,325157,1592,4479,32,1899.433,9.3,0,26.164,0.187,1630148,11354,9.626,0.067,0.1566,,,,,,,,,
BGD,Asia,Bangladesh,07-09-20,327359,2202,4516,37,1912.296,12.863,0,26.381,0.216,1645560,15412,9.717,0.091,0.152,,,,,,,,,
