iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,Vaccination,total_deaths_per_million,new_deaths_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,positive_rate,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred
BGD,Asia,Bangladesh,17-07-22,1996340,900,29234,4,11661.793,5.257,1,170.773,0.023,,,,,,279837374,129875650,119857594,30446244,124607,163.47,75.87,70.02,17.79
BGD,Asia,Bangladesh,18-07-22,1997412,1072,29241,7,11668.055,6.262,1,170.814,0.041,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,19-07-22,1998291,879,29249,8,11673.19,5.135,1,170.861,0.047,,,,,,285882959,129929178,120105423,36190815,,167,75.9,70.16,21.14
BGD,Asia,Bangladesh,20-07-22,1999395,1104,29250,1,11679.639,6.449,1,170.866,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,21-07-22,2000279,884,29256,6,11684.803,5.164,1,170.901,0.035,,,,,,288012341,129987682,120238824,38136009,,168.24,75.93,70.24,22.28
BGD,Asia,Bangladesh,22-07-22,2000899,620,29258,2,11688.425,3.622,1,170.913,0.012,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,23-07-22,2001345,446,29262,4,11691.03,2.605,1,170.937,0.023,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,24-07-22,2001775,430,29266,4,11693.542,2.512,1,170.96,0.023,,,,,,288586019,130000824,120297369,38638440,,168.58,75.94,70.27,22.57
BGD,Asia,Bangladesh,25-07-22,2002323,548,29271,5,11696.743,3.201,1,170.989,0.029,,,,,,288801774,130010268,120324479,38817802,215755,168.71,75.95,70.29,22.68
BGD,Asia,Bangladesh,26-07-22,2002944,621,29275,4,11700.371,3.628,1,171.012,0.023,,,,,,289084557,130017083,120368605,39049744,282783,168.87,75.95,70.31,22.81
BGD,Asia,Bangladesh,27-07-22,2003570,626,29280,5,11704.028,3.657,1,171.042,0.029,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,28-07-22,2004188,618,29284,4,11707.638,3.61,1,171.065,0.023,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,29-07-22,2004543,355,29285,1,11709.712,2.074,1,171.071,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,30-07-22,2004892,349,29288,3,11711.75,2.039,1,171.088,0.018,,,,,,289872589,130049697,120493865,39680201,,169.33,75.97,70.39,23.18
BGD,Asia,Bangladesh,31-07-22,2005257,365,29291,3,11713.882,2.132,1,171.106,0.018,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,01-08-22,2005606,349,29292,1,11715.921,2.039,1,171.112,0.006,,,,,,290226701,130065446,120556100,39956527,,169.54,75.98,70.42,23.34
BGD,Asia,Bangladesh,02-08-22,2005993,387,29295,3,11718.182,2.261,1,171.129,0.018,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,03-08-22,2006368,375,29298,3,11720.373,2.191,1,171.147,0.018,,,,,,290671923,130099847,120635613,40293269,,169.8,76,70.47,23.54
BGD,Asia,Bangladesh,04-08-22,2006646,278,29300,2,11721.996,1.624,1,171.158,0.012,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,05-08-22,2006899,253,29302,2,11723.474,1.478,1,171.17,0.012,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,06-08-22,2007119,220,29304,2,11724.76,1.285,1,171.182,0.012,,,,,,291123460,130137673,120703120,40659978,,170.06,76.02,70.51,23.75
BGD,Asia,Bangladesh,07-08-22,2007335,216,29304,0,11726.021,1.262,1,171.182,0,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,08-08-22,2007631,296,29307,3,11727.75,1.729,1,171.199,0.018,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,09-08-22,2007870,239,29308,1,11729.147,1.396,1,171.205,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,10-08-22,2008068,198,29309,1,11730.303,1.157,1,171.211,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,11-08-22,2008282,214,29310,1,11731.553,1.25,1,171.217,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,12-08-22,2008500,218,29312,2,11732.827,1.273,1,171.229,0.012,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,13-08-22,2008644,144,29312,0,11733.668,0.841,1,171.229,0,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,14-08-22,2008870,226,29313,1,11734.988,1.32,1,171.234,0.006,,,,,,291969856,130179063,120841398,41327307,,170.56,76.05,70.59,24.14
BGD,Asia,Bangladesh,15-08-22,2009129,259,29314,1,11736.501,1.513,1,171.24,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,16-08-22,2009222,93,29314,0,11737.044,0.543,1,171.24,0,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,17-08-22,2009434,212,29314,0,11738.283,1.238,1,171.24,0,,,,,,293246060,130216849,120985170,42421403,,171.3,76.07,70.67,24.78
BGD,Asia,Bangladesh,18-08-22,2009604,170,29315,1,11739.276,0.993,1,171.246,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,19-08-22,2009697,93,29315,0,11739.819,0.543,1,171.246,0,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,20-08-22,2009797,100,29315,0,11740.403,0.584,1,171.246,0,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,21-08-22,2009970,173,29315,0,11741.414,1.011,1,171.246,0,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,22-08-22,2010148,178,29316,1,11742.454,1.04,1,171.252,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,23-08-22,2010323,175,29316,0,11743.476,1.022,1,171.252,0,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,24-08-22,2010490,167,29319,3,11744.452,0.976,1,171.269,0.018,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,25-08-22,2010748,258,29320,1,11745.959,1.507,1,171.275,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,26-08-22,2010944,196,29321,1,11747.104,1.145,1,171.281,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,27-08-22,2011100,156,29323,2,11748.015,0.911,1,171.293,0.012,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,28-08-22,2011317,217,29323,0,11749.283,1.268,1,171.293,0,,,,,,294274995,130344789,121152135,43163315,,171.9,76.14,70.77,25.21
BGD,Asia,Bangladesh,29-08-22,2011560,243,29323,0,11750.702,1.42,1,171.293,0,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,30-08-22,2011732,172,29323,0,11751.707,1.005,1,171.293,0,,,,,,294984844,130618611,121218854,43535079,,172.32,76.3,70.81,25.43
BGD,Asia,Bangladesh,31-08-22,2011946,214,29323,0,11752.957,1.25,1,171.293,0,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,01-09-22,2012162,216,29325,2,11754.219,1.262,1,171.305,0.012,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,02-09-22,2012376,214,29326,1,11755.469,1.25,1,171.31,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,03-09-22,2012531,155,29327,1,11756.374,0.905,1,171.316,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,04-09-22,2012761,230,29328,1,11757.718,1.344,1,171.322,0.006,,,,,,295728911,130878488,121295180,43946592,,172.75,76.45,70.86,25.67
BGD,Asia,Bangladesh,05-09-22,2013094,333,29328,0,11759.663,1.945,1,171.322,0,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,06-09-22,2013407,313,29329,1,11761.491,1.828,1,171.328,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,07-09-22,2013689,282,29329,0,11763.139,1.647,1,171.328,0,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,08-09-22,2014077,388,29330,1,11765.405,2.267,1,171.334,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,09-09-22,2014355,278,29331,1,11767.029,1.624,1,171.34,0.006,,,,,,296436706,131176612,121375602,44281988,,173.17,76.63,70.9,25.87
BGD,Asia,Bangladesh,10-09-22,2014577,222,29332,1,11768.326,1.297,1,171.345,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,11-09-22,2014887,310,29334,2,11770.137,1.811,1,171.357,0.012,,,,,,296741118,131265584,121425539,44451955,,173.34,76.68,70.93,25.97
BGD,Asia,Bangladesh,12-09-22,2015308,421,29334,0,11772.596,2.459,1,171.357,0,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,13-09-22,2015743,435,29335,1,11775.137,2.541,1,171.363,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,14-09-22,2016145,402,29336,1,11777.486,2.348,1,171.369,0.006,,,,,,297105774,131389148,121486348,44637076,,173.56,76.75,70.97,26.08
BGD,Asia,Bangladesh,15-09-22,2016583,438,29337,1,11780.044,2.559,1,171.375,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,16-09-22,2016946,363,29339,2,11782.165,2.12,1,171.386,0.012,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,17-09-22,2017087,141,29339,0,11782.988,0.824,1,171.386,0,,,,,,297486201,131505119,121557275,44833161,,173.78,76.82,71.01,26.19
BGD,Asia,Bangladesh,18-09-22,2017614,527,29339,0,11786.067,3.079,1,171.386,0,,,,,,297640056,131538572,121583776,44928916,153855,173.87,76.84,71.02,26.25
BGD,Asia,Bangladesh,19-09-22,2018215,601,29340,1,11789.578,3.511,1,171.392,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,20-09-22,2018829,614,29345,5,11793.165,3.587,1,171.421,0.029,,,,,,297959801,131604283,121645045,45127421,,174.06,76.88,71.06,26.36
BGD,Asia,Bangladesh,21-09-22,2019470,641,29345,0,11796.909,3.744,1,171.421,0,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,22-09-22,2020148,678,29346,1,11800.87,3.961,1,171.427,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,23-09-22,2020768,620,29347,1,11804.491,3.622,1,171.433,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,24-09-22,2021118,350,29351,4,11806.536,2.045,1,171.456,0.023,,,,,,298301183,131656861,121697591,45372841,,174.26,76.91,71.09,26.5
BGD,Asia,Bangladesh,25-09-22,2021690,572,29353,2,11809.877,3.341,1,171.468,0.012,,,,,,298387725,131668681,121715545,45433646,86542,174.31,76.92,71.1,26.54
BGD,Asia,Bangladesh,26-09-22,2022408,718,29359,6,11814.072,4.194,1,171.503,0.035,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,27-09-22,2023145,737,29360,1,11818.377,4.305,1,171.509,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,28-09-22,2023810,665,29360,0,11822.261,3.885,1,171.509,0,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,29-09-22,2024489,679,29362,2,11826.228,3.966,1,171.521,0.012,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,30-09-22,2025197,708,29363,1,11830.364,4.136,1,171.527,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,01-10-22,2025677,480,29368,5,11833.168,2.804,1,171.556,0.029,,,,,,303634786,132068293,122539640,49494512,,177.37,77.15,71.58,28.91
BGD,Asia,Bangladesh,02-10-22,2026212,535,29369,1,11836.293,3.125,1,171.562,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,03-10-22,2026908,696,29371,2,11840.359,4.066,1,171.573,0.012,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,04-10-22,2027565,657,29372,1,11844.197,3.838,1,171.579,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,05-10-22,2028114,549,29374,2,11847.404,3.207,1,171.591,0.012,,,,,,311263073,132509030,123588907,55659710,,181.83,77.41,72.2,32.51
BGD,Asia,Bangladesh,06-10-22,2028524,410,29375,1,11849.799,2.395,1,171.597,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,07-10-22,2029015,491,29380,5,11852.667,2.868,1,171.626,0.029,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,08-10-22,2029314,299,29380,0,11854.414,1.747,1,171.626,0,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,09-10-22,2029723,409,29381,1,11856.803,2.389,1,171.632,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,10-10-22,2030090,367,29384,3,11858.947,2.144,1,171.649,0.018,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,11-10-22,2030550,460,29386,2,11861.634,2.687,1,171.661,0.012,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,12-10-22,2031006,456,29388,2,11864.298,2.664,1,171.673,0.012,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,13-10-22,2031451,445,29389,1,11866.897,2.6,1,171.678,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,14-10-22,2031797,346,29393,4,11868.918,2.021,1,171.702,0.023,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,15-10-22,2032092,295,29395,2,11870.641,1.723,1,171.713,0.012,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,16-10-22,2032443,351,29401,6,11872.692,2.05,1,171.748,0.035,,,,,,315846938,135233348,123896251,57234395,,184.5,79,72.38,33.43
BGD,Asia,Bangladesh,17-10-22,2032832,389,29402,1,11874.964,2.272,1,171.754,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,18-10-22,2033119,287,29408,6,11876.641,1.677,1,171.789,0.035,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,19-10-22,2033419,300,29410,2,11878.393,1.752,1,171.801,0.012,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,20-10-22,2033662,243,29411,1,11879.813,1.42,1,171.807,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,21-10-22,2033878,216,29411,0,11881.075,1.262,1,171.807,0,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,22-10-22,2034002,124,29412,1,11881.799,0.724,1,171.813,0.006,,,,,,317493457,136464240,123986287,57564893,,185.47,79.72,72.43,33.63
BGD,Asia,Bangladesh,23-10-22,2034141,139,29413,1,11882.611,0.812,1,171.819,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,24-10-22,2034348,207,29415,2,11883.82,1.209,1,171.83,0.012,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,25-10-22,2034533,185,29416,1,11884.901,1.081,1,171.836,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,26-10-22,2034729,196,29416,0,11886.046,1.145,1,171.836,0,,,,,,317655200,136531469,124001916,57647579,,185.56,79.76,72.44,33.68
BGD,Asia,Bangladesh,27-10-22,2034866,137,29417,1,11886.846,0.8,1,171.842,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,28-10-22,2034968,102,29418,1,11887.442,0.596,1,171.848,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,29-10-22,2035037,69,29419,1,11887.845,0.403,1,171.854,0.006,,,,,,318727301,137369984,124071114,57815447,,186.19,80.25,72.48,33.77
BGD,Asia,Bangladesh,30-10-22,2035152,115,29423,4,11888.517,0.672,1,171.877,0.023,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,31-10-22,2035240,88,29423,0,11889.031,0.514,1,171.877,0,,,,,,320611510,139094638,124138382,57909680,,187.29,81.25,72.52,33.83
BGD,Asia,Bangladesh,01-11-22,2035334,94,29424,1,11889.58,0.549,1,171.883,0.006,,,,,,321697150,140109254,124171912,57948046,1085640,187.92,81.85,72.54,33.85
BGD,Asia,Bangladesh,02-11-22,2035517,183,29424,0,11890.649,1.069,1,171.883,0,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,03-11-22,2035657,140,29425,1,11891.467,0.818,1,171.889,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,04-11-22,2035745,88,29425,0,11891.981,0.514,1,171.889,0,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,05-11-22,2035782,37,29425,0,11892.197,0.216,1,171.889,0,,,,,,323543778,141806551,124236745,58036158,,189,82.84,72.57,33.9
BGD,Asia,Bangladesh,06-11-22,2035828,46,29426,1,11892.466,0.269,1,171.895,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,07-11-22,2035882,54,29426,0,11892.781,0.315,1,171.895,0,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,08-11-22,2035930,48,29426,0,11893.061,0.28,1,171.895,0,,,,,,324273039,142421077,124267531,58123102,,189.43,83.2,72.59,33.95
BGD,Asia,Bangladesh,09-11-22,2035992,62,29426,0,11893.424,0.362,1,171.895,0,,,,,,325402861,143323610,124336665,58282310,1129822,190.09,83.72,72.63,34.05
BGD,Asia,Bangladesh,10-11-22,2036061,69,29426,0,11893.827,0.403,1,171.895,0,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,11-11-22,2036109,48,29426,0,11894.107,0.28,1,171.895,0,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,12-11-22,2036131,22,29426,0,11894.236,0.129,1,171.895,0,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,13-11-22,2036166,35,29427,1,11894.44,0.204,1,171.9,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,14-11-22,2036204,38,29429,2,11894.662,0.222,1,171.912,0.012,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,15-11-22,2036233,29,29429,0,11894.831,0.169,1,171.912,0,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,16-11-22,2036268,35,29430,1,11895.036,0.204,1,171.918,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,17-11-22,2036306,38,29430,0,11895.258,0.222,1,171.918,0,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,18-11-22,2036325,19,29430,0,11895.369,0.111,1,171.918,0,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,19-11-22,2036343,18,29430,0,11895.474,0.105,1,171.918,0,,,,,,328982289,146283895,124666230,58579379,,192.18,85.45,72.82,34.22
BGD,Asia,Bangladesh,20-11-22,2036367,24,29430,0,11895.614,0.14,1,171.918,0,,,,,,329704425,146831906,124751844,58669048,722136,192.6,85.77,72.87,34.27
BGD,Asia,Bangladesh,21-11-22,2036393,26,29431,1,11895.766,0.152,1,171.924,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,22-11-22,2036416,23,29431,0,11895.9,0.134,1,171.924,0,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,23-11-22,2036449,33,29431,0,11896.093,0.193,1,171.924,0,,,,,,330190479,146836248,125070034,58836912,,192.88,85.78,73.06,34.37
BGD,Asia,Bangladesh,24-11-22,2036469,20,29431,0,11896.21,0.117,1,171.924,0,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,25-11-22,2036488,19,29431,0,11896.321,0.111,1,171.924,0,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,26-11-22,2036511,23,29431,0,11896.455,0.134,1,171.924,0,,,,,,331485953,148048673,125109629,58882275,,193.64,86.48,73.08,34.4
BGD,Asia,Bangladesh,27-11-22,2036527,16,29431,0,11896.549,0.093,1,171.924,0,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,28-11-22,2036556,29,29432,1,11896.718,0.169,1,171.93,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,29-11-22,2036567,11,29433,1,11896.783,0.064,1,171.935,0.006,,,,,,,,,,,,,,
BGD,Asia,Bangladesh,30-11-22,2036585,18,29433,0,11896.888,0.105,1,171.935,0,,,,,,,,,,,,,,
